Date,Open,High,Low,Close,Volume,Market Cap
2018-08-07,0.005986,0.006819,0.005986,0.006658,46.0,
2018-08-08,0.006665,0.006814,0.002716,0.005306,2096.0,
2018-08-09,0.005318,0.008937,0.005065,0.006606,2435.0,
2018-08-10,0.0066,0.00663,0.005016,0.005303,31.0,
2018-08-11,0.005298,0.008038,0.005128,0.006147,191.0,
2018-08-12,0.006129,0.006778,0.006071,0.006466,95.0,
2018-08-13,0.006463,0.007179,0.006093,0.00613,265.0,
2018-08-14,0.006125,0.007713,0.00574,0.005999,607.0,
2018-08-15,0.005994,0.00751,0.005994,0.006439,991.0,
2018-08-16,0.006429,0.007216,0.006005,0.006624,1139.0,
2018-08-17,0.006624,0.006876,0.005858,0.005881,166.0,
2018-08-18,0.005895,0.00659,0.005748,0.006089,111.0,
2018-08-19,0.006091,0.006263,0.005675,0.00598,47.0,
2018-08-20,0.005971,0.0063,0.005276,0.005292,160.0,
2018-08-21,0.005284,0.007122,0.005283,0.006236,200.0,
2018-08-22,0.006237,0.006237,0.005192,0.005468,75.0,
2018-08-23,0.005473,0.005542,0.005301,0.005404,216.0,
2018-08-24,0.005408,0.005762,0.004593,0.004912,416.0,102407.0
2018-08-25,0.004903,0.006211,0.003732,0.003732,1473.0,77814.0
2018-08-26,0.00374,0.005887,0.002936,0.005364,1040.0,111828.0
2018-08-27,0.005361,0.006749,0.005057,0.005375,2326.0,113056.0
2018-08-28,0.005365,0.007128,0.005363,0.007085,993.0,149353.0
2018-08-29,0.007091,0.007491,0.005972,0.005992,483.0,126589.0
2018-08-30,0.005995,0.006449,0.0057,0.005908,198.0,125093.0
2018-08-31,0.005914,0.008001,0.005863,0.006518,1560.0,138312.0
2018-09-01,0.00651,0.013357,0.005822,0.009373,8997.0,199323.0
2018-09-02,0.009351,0.017385,0.009101,0.015145,7333.0,322767.0
2018-09-03,0.015142,0.015403,0.010278,0.012232,6939.0,261256.0
2018-09-04,0.01228,0.016733,0.011863,0.014294,1572.0,305963.0
2018-09-05,0.014306,0.018901,0.013411,0.017525,2279.0,463561.0
2018-09-06,0.017556,0.02509,0.014613,0.01734,8578.0,390127.0
