Date,Open,High,Low,Close,Volume,Market Cap
2017-06-13,0.003472,0.063958,0.002715,0.006232,17185.0,54712
2017-06-14,0.004874,0.03043,0.004335,0.016957,36733.0,153838
2017-06-15,0.016956,0.018257,0.006678,0.009662,9916.0,89250
2017-06-16,0.009655,0.014988,0.006245,0.008368,10929.0,78504
2017-06-17,0.012415,0.021233,0.008268,0.016237,22247.0,155878
2017-06-18,0.017486,0.04996,0.015188,0.02548,23932.0,248949
2017-06-19,0.02548,0.037445,0.020034,0.032349,11978.0,320957
2017-06-20,0.032349,0.032374,0.014988,0.019984,10893.0,202209
2017-06-21,0.019984,0.024955,0.018735,0.01876,4587.0,193608
2017-06-22,0.01876,0.024655,0.014988,0.014988,3555.0,156420
2017-06-23,0.014988,0.031216,0.011866,0.029572,9364.0,312432
2017-06-24,0.029597,0.040478,0.023998,0.030181,13183.0,322652
2017-06-25,0.030213,0.033695,0.021714,0.031562,4798.0,341627
2017-06-26,0.031494,0.031894,0.020707,0.028249,4670.0,309386
2017-06-27,0.024604,0.029279,0.019187,0.02104,3152.0,233159
2017-06-28,0.021177,0.023907,0.015437,0.022917,2747.0,256604
2017-06-29,0.022896,0.022967,0.013848,0.018195,2075.0,205488
2017-06-30,0.018231,0.018302,0.011441,0.012632,2509.0,144558
2017-07-01,0.012627,0.021004,0.011425,0.011555,3449.0,133599
2017-07-02,0.011554,0.016837,0.011366,0.015067,3201.0,176594
2017-07-03,0.015012,0.01552,0.01223,0.015203,2400.0,180283
2017-07-04,0.015169,0.015473,0.010267,0.010366,2360.0,124340
2017-07-05,0.01036,0.013028,0.007776,0.010914,2532.0,132246
2017-07-06,0.010919,0.014161,0.009067,0.010257,2048.0,125636
2017-07-07,0.010264,0.010836,0.006393,0.009873,2029.0,122153
2017-07-08,0.009881,0.010174,0.00452,0.010163,1285.0,127143
2017-07-09,0.010172,0.010204,0.005176,0.005176,685.0,65286
2017-07-10,0.005186,0.007253,0.004667,0.006567,1360.0,84019
2017-07-11,0.006553,0.009298,0.004547,0.008101,792.0,104856
2017-07-12,0.008089,0.009551,0.00592,0.006438,1767.0,84448
2017-07-13,0.006443,0.008181,0.005269,0.005318,2084.0,70550
2017-07-14,0.005314,0.007243,0.004186,0.005556,1354.0,74397
2017-07-15,0.005546,0.007331,0.004923,0.005237,1198.0,70820
2017-07-16,0.005221,0.006528,0.004465,0.004716,751.0,64656
2017-07-17,0.004711,0.006769,0.004677,0.005033,878.0,69735
