Date,Open,High,Low,Close,Volume,Market Cap
2018-08-10,0.281954,0.282123,0.261037,0.263855,633.0,
2018-08-11,0.264032,0.264032,0.099621,0.104164,2242.0,
2018-08-12,0.103712,0.253005,0.102882,0.245813,2.0,
2018-08-13,0.246358,0.247753,0.246358,0.246544,2.0,
2018-08-14,0.603067,0.603067,0.066144,0.517464,4669.0,
2018-08-15,0.51558,0.572766,0.495617,0.53504,2905.0,
2018-08-16,0.536354,0.588274,0.532536,0.562833,9703.0,
2018-08-17,0.561642,0.727799,0.365485,0.645137,6779.0,
2018-08-18,0.645711,1.06,0.149699,0.889172,16796.0,
2018-08-19,0.888933,0.902616,0.201345,0.201723,388.0,
2018-08-20,0.20175,0.399176,0.191689,0.247396,6097.0,
2018-08-21,0.246878,0.520623,0.235754,0.519526,3626.0,
2018-08-22,0.519398,0.703943,0.515265,0.665622,11326.0,
2018-08-23,0.665995,0.688688,0.072337,0.234796,204.0,
2018-08-24,0.235345,0.503335,0.133939,0.50322,2138.0,
2018-08-25,0.502505,0.506627,0.493819,0.494664,4268.0,
2018-08-26,0.494674,0.494674,0.158516,0.174654,4551.0,
2018-08-27,0.174967,0.18561,0.16668,0.174149,86.0,
2018-08-28,0.174861,0.506062,0.17368,0.273927,735.0,
2018-08-29,0.273865,0.825339,0.160201,0.791277,15132.0,
2018-08-30,0.791417,0.813365,0.180185,0.535381,6706.0,
2018-08-31,0.537007,0.546795,0.178037,0.367511,10788.0,
2018-09-01,0.367574,0.380166,0.208403,0.208403,52.0,
2018-09-02,0.208429,0.254579,0.05859,0.234971,778.0,
2018-09-03,0.235146,0.235798,0.173142,0.173254,128.0,
2018-09-04,0.17328,0.301358,0.170916,0.215101,6475.0,
2018-09-05,0.214948,0.217647,0.054962,0.161423,11009.0,
2018-09-06,0.162218,0.162218,0.043401,0.084149,2840.0,
2018-09-07,0.084077,0.095225,0.04036,0.052884,809.0,
2018-09-08,0.052885,0.388928,0.052129,0.058598,7953.0,
2018-09-09,0.058335,0.069671,0.007936,0.064533,7433.0,
2018-09-10,0.064216,0.065501,0.044484,0.045862,837.0,
2018-09-11,0.045926,0.112054,0.042883,0.085202,14962.0,
2018-09-12,0.085095,0.085239,0.02241,0.05996,281804.0,
2018-09-13,0.059823,0.062311,0.046755,0.058276,790965.0,
2018-09-14,0.057252,0.061244,0.051403,0.055737,309309.0,
2018-09-15,0.055503,0.0629,0.050946,0.055429,101739.0,
2018-09-16,0.055402,0.078044,0.047528,0.072052,109593.0,
2018-09-17,0.072544,0.105533,0.063814,0.07029,89894.0,
2018-09-18,0.069984,0.072087,0.063939,0.071375,127681.0,
2018-09-19,0.071379,0.076283,0.068186,0.073782,125063.0,
2018-09-20,0.074056,0.084411,0.070434,0.077679,112007.0,
2018-09-21,0.077639,0.086143,0.075155,0.084029,128361.0,
2018-09-22,0.083955,0.096634,0.078148,0.079699,123114.0,
2018-09-23,0.079748,0.097438,0.077647,0.085073,140333.0,
2018-09-24,0.084494,0.088116,0.080273,0.085108,108577.0,
2018-09-25,0.085178,0.085224,0.073597,0.073913,116383.0,
2018-09-26,0.073522,0.081853,0.068494,0.079484,114618.0,
2018-09-27,0.079638,0.081865,0.075198,0.080982,85816.0,
2018-09-28,0.081038,0.084559,0.058011,0.07518,81669.0,
2018-09-29,0.075056,0.078808,0.069727,0.072301,44764.0,
2018-09-30,0.072216,0.079438,0.071061,0.079289,44396.0,
2018-10-01,0.079246,0.079479,0.075571,0.07655,95986.0,
2018-10-02,0.076448,0.076993,0.073044,0.075755,10868.0,
2018-10-03,0.075785,0.075785,0.069344,0.071008,29389.0,
2018-10-04,0.071041,0.073013,0.067119,0.069435,93871.0,
2018-10-05,0.069376,0.071206,0.033634,0.068858,108953.0,
2018-10-06,0.06884,0.078642,0.036897,0.060649,60712.0,
2018-10-07,0.060681,0.064413,0.058751,0.060088,33635.0,
2018-10-08,0.060065,0.068765,0.059832,0.063775,76481.0,
2018-10-09,0.063748,0.067904,0.047099,0.065069,39407.0,
2018-10-10,0.065012,0.138961,0.047404,0.0779,23201.0,
2018-10-11,0.077846,0.077907,0.04603,0.046044,9056.0,
2018-10-12,0.046027,0.068687,0.042704,0.049248,3062.0,
2018-10-13,0.049181,0.065272,0.047144,0.053747,609.0,
2018-10-14,0.053745,0.054295,0.052715,0.052715,21.0,
2018-10-15,0.052913,0.059953,0.043082,0.053765,1450.0,
2018-10-16,0.053765,0.058601,0.037379,0.045198,639.0,
2018-10-17,0.045277,0.048991,0.045015,0.048944,39.0,
2018-10-18,0.048833,0.055125,0.034124,0.034124,1757.0,
2018-10-19,0.034124,0.052251,0.033901,0.048282,406.0,
2018-10-20,0.048229,0.048963,0.04364,0.043864,12.0,
2018-10-21,0.043887,0.044436,0.0354,0.04102,252.0,
2018-10-22,0.041032,0.041155,0.036281,0.038869,332.0,
2018-10-23,0.038897,0.051797,0.038761,0.051766,1489.0,
2018-10-24,0.051761,0.051975,0.047097,0.047912,731.0,
2018-10-25,0.047908,0.057431,0.039871,0.039899,713.0,
2018-10-26,0.039858,0.049054,0.038442,0.048759,41.0,
2018-10-27,0.0488,0.048996,0.033078,0.033267,816.0,
2018-10-28,0.033236,0.033321,0.030577,0.030755,,
2018-10-29,0.030755,0.053251,0.030755,0.034278,607.0,
2018-10-30,0.034286,0.034485,0.029795,0.029979,0.0,
2018-10-31,0.029979,0.036255,0.029914,0.035238,83.0,
2018-11-01,0.035238,0.043137,0.034495,0.034495,,
2018-11-02,0.034495,0.050411,0.031267,0.03238,39.0,
2018-11-03,0.03238,0.047934,0.03238,0.047934,73.0,
2018-11-04,0.047934,0.048004,0.034161,0.035732,16.0,
2018-11-05,0.035732,0.050375,0.035557,0.050006,11.0,
2018-11-06,0.049948,0.051198,0.049669,0.05086,,
2018-11-07,0.05086,0.052343,0.033813,0.052172,111.0,
2018-11-08,0.052198,0.052432,0.051036,0.0514,,
2018-11-09,0.0514,0.0514,0.0514,0.0514,,
2018-11-10,0.0514,0.0514,0.0514,0.0514,,
